,train_accuracy,test_accuracy,Precision_class1,Precision_class2,Recall_class1,Recall_class2,F1_class1,F1_class2,Precision_class1_train,Precision_class2_train,Recall_class1_train,Recall_class2_train,F1_class1_train,F1_class2_train
0,0.844444444444444,0.6,0.625,0.583333333333333,0.5,0.7,0.555555555555556,0.636363636363636,0.86046511627907,0.829787234042553,0.822222222222222,0.866666666666667,0.840909090909091,0.847826086956522
1,0.838888888888889,0.45,0.375,0.5,0.333333333333333,0.545454545454545,0.352941176470588,0.521739130434783,0.86046511627907,0.819148936170213,0.813186813186813,0.865168539325843,0.836158192090396,0.841530054644809
2,0.827777777777778,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.831460674157303,0.824175824175824,0.822222222222222,0.833333333333333,0.8268156424581,0.828729281767956
3,0.861111111111111,0.45,0.25,0.583333333333333,0.285714285714286,0.538461538461538,0.266666666666667,0.56,0.861702127659574,0.86046511627907,0.870967741935484,0.850574712643678,0.866310160427808,0.855491329479769
4,0.772222222222222,0.6,0.727272727272727,0.444444444444444,0.615384615384615,0.571428571428571,0.666666666666667,0.5,0.74468085106383,0.802325581395349,0.804597701149425,0.741935483870968,0.773480662983425,0.770949720670391
5,0.794444444444444,0.65,0.9,0.4,0.6,0.8,0.72,0.533333333333333,0.824324324324324,0.773584905660377,0.717647058823529,0.863157894736842,0.767295597484277,0.81592039800995
6,0.872222222222222,0.55,0.625,0.5,0.454545454545455,0.666666666666667,0.526315789473684,0.571428571428572,0.866666666666667,0.877777777777778,0.876404494382023,0.868131868131868,0.871508379888268,0.87292817679558
7,0.805555555555556,0.55,0.5,0.625,0.666666666666667,0.454545454545455,0.571428571428572,0.526315789473684,0.811111111111111,0.8,0.802197802197802,0.808988764044944,0.806629834254144,0.804469273743017
8,0.811111111111111,0.4,0.454545454545455,0.333333333333333,0.454545454545455,0.333333333333333,0.454545454545455,0.333333333333333,0.831325301204819,0.793814432989691,0.775280898876405,0.846153846153846,0.802325581395349,0.819148936170213
9,0.816666666666667,0.65,0.375,0.833333333333333,0.6,0.666666666666667,0.461538461538462,0.740740740740741,0.852272727272727,0.782608695652174,0.789473684210526,0.847058823529412,0.819672131147541,0.813559322033898
mean,0.8244444444444443,0.51,0.5031818181818182,0.5002777777777776,0.471018981018981,0.5476556776556776,0.47756583423456506,0.5123254535108083,0.8344474016018495,0.8163688504143028,0.809420063920645,0.83911699324374,0.8211105273038399,0.8270552580272105
std,0.0306759692457017,0.1390443574307614,0.2182296875096515,0.1736818374454744,0.15653212988007245,0.17991858015571272,0.16654728686289094,0.1504762874657012,0.036782011179634436,0.033180208543188004,0.04555588859698577,0.03871085327276496,0.034901764280618426,0.029027338823234848
min,0.772222222222222,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.74468085106383,0.773584905660377,0.717647058823529,0.741935483870968,0.767295597484277,0.770949720670391
25%,0.8069444444444448,0.45,0.375,0.411111111111111,0.3636363636363635,0.47552447552447574,0.3783422459893047,0.5054347826086958,0.8260745685444477,0.7953608247422683,0.792654713707345,0.8365384615384612,0.8034016446100478,0.8141495910279111
50%,0.8222222222222224,0.55,0.4772727272727275,0.5,0.4772727272727275,0.558441558441558,0.493927125506073,0.5298245614035084,0.8418667007150149,0.810737258782781,0.808892257168119,0.848816768086545,0.8232438868028205,0.8239391089690845
75%,0.8430555555555552,0.6,0.625,0.583333333333333,0.6,0.666666666666667,0.567460317460318,0.568571428571429,0.86046511627907,0.8283843815758707,0.822222222222222,0.8646658781785928,0.8397213662044173,0.8462520788785937
max,0.872222222222222,0.65,0.9,0.833333333333333,0.666666666666667,0.8,0.72,0.740740740740741,0.866666666666667,0.877777777777778,0.876404494382023,0.868131868131868,0.871508379888268,0.87292817679558
